Mod:Item:MetaData, Localized Name
gregtech:machine:140, Basic Canning Machine
gregtech:machine:141, Advanced Canning Machine
gregtech:machine:142, Advanced Canning Machine II
gregtech:machine:143, Advanced Canning Machine III
gregtech:machine:150, Basic Centrifuge
gregtech:machine:151, Advanced Centrifuge
gregtech:machine:152, Turbo Centrifuge
gregtech:machine:153, Molecular Separator
gregtech:machine:180, Basic Chemical Bath
gregtech:machine:181, Advanced Chemical Bath
gregtech:machine:182, Advanced Chemical Bath II
gregtech:machine:183, Advanced Chemical Bath III
gregtech:machine:190, Basic Chemical Reactor
gregtech:machine:191, Advanced Chemical Reactor
gregtech:machine:192, Advanced Chemical Reactor II
gregtech:machine:193, Advanced Chemical Reactor III
gregtech:machine:210, Basic Compressor
gregtech:machine:211, Advanced Compressor
gregtech:machine:212, Advanced Compressor II
gregtech:machine:213, Advanced Compressor III
gregtech:machine:220, Basic Cutting Machine
gregtech:machine:221, Advanced Cutting Machine
gregtech:machine:222, Advanced Cutting Machine II
gregtech:machine:223, Advanced Cutting Machine III
gregtech:machine:230, Basic Distillery
gregtech:machine:231, Advanced Distillery
gregtech:machine:232, Advanced Distillery II
gregtech:machine:233, Advanced Distillery III
gregtech:machine:240, Basic Electrolyzer
gregtech:machine:241, Advanced Electrolyzer
gregtech:machine:242, Advanced Electrolyzer II
gregtech:machine:243, Advanced Electrolyzer III
gregtech:machine:250, Basic Electromagnetic Separator
gregtech:machine:251, Advanced Electromagnetic Separator
gregtech:machine:252, Advanced Electromagnetic Separator II
gregtech:machine:253, Advanced Electromagnetic Separator III
gregtech:machine:260, Basic Extractor
gregtech:machine:261, Advanced Extractor
gregtech:machine:262, Advanced Extractor II
gregtech:machine:263, Advanced Extractor III
gregtech:machine:271, Advanced Extruder
gregtech:machine:272, Advanced Extruder II
gregtech:machine:273, Advanced Extruder III
gregtech:machine:280, Basic Fermenter
gregtech:machine:281, Advanced Fermenter
gregtech:machine:282, Advanced Fermenter II
gregtech:machine:283, Advanced Fermenter III
gregtech:machine:290, Basic Fluid Canner
gregtech:machine:291, Advanced Fluid Canner
gregtech:machine:292, Quick Fluid Canner
gregtech:machine:293, Turbo Fluid Canner
gregtech:machine:300, Basic Fluid Extractor
gregtech:machine:301, Advanced Fluid Extractor
gregtech:machine:302, Advanced Fluid Extractor II
gregtech:machine:303, Advanced Fluid Extractor III
gregtech:machine:310, Basic Fluid Heater
gregtech:machine:311, Advanced Fluid Heater
gregtech:machine:312, Advanced Fluid Heater II
gregtech:machine:313, Advanced Fluid Heater III
gregtech:machine:320, Basic Fluid Solidifier
gregtech:machine:321, Advanced Fluid Solidifier
gregtech:machine:322, Advanced Fluid Solidifier II
gregtech:machine:323, Advanced Fluid Solidifier III
gregtech:machine:330, Basic Forge Hammer
gregtech:machine:331, Advanced Forge Hammer
gregtech:machine:332, Advanced Forge Hammer II
gregtech:machine:333, Advanced Forge Hammer III
gregtech:machine:340, Basic Forming Press
gregtech:machine:341, Advanced Forming Press
gregtech:machine:342, Advanced Forming Press II
gregtech:machine:343, Advanced Forming Press III
gregtech:machine:350, Basic Lathe
gregtech:machine:351, Advanced Lathe
gregtech:machine:352, Advanced Lathe II
gregtech:machine:353, Advanced Lathe III
gregtech:machine:360, Basic Microwave
gregtech:machine:361, Advanced Microwave
gregtech:machine:362, Advanced Microwave II
gregtech:machine:363, Advanced Microwave III
gregtech:machine:370, Basic Mixer
gregtech:machine:371, Advanced Mixer
gregtech:machine:372, Advanced Mixer II
gregtech:machine:373, Advanced Mixer III
gregtech:machine:380, Basic Ore Washing Plant
gregtech:machine:381, Advanced Ore Washing Plant
gregtech:machine:382, Advanced Ore Washing Plant II
gregtech:machine:383, Advanced Ore Washing Plant III
gregtech:machine:390, Basic Packager
gregtech:machine:391, Advanced Packager
gregtech:machine:392, Advanced Packager II
gregtech:machine:393, Advanced Packager III
gregtech:machine:400, Basic Unpackager
gregtech:machine:401, Advanced Unpackager
gregtech:machine:402, Advanced Unpackager II
gregtech:machine:403, Advanced Unpackager III
gregtech:machine:410, Basic Plasma Arc Furnace
gregtech:machine:411, Advanced Plasma Arc Furnace
gregtech:machine:412, Advanced Plasma Arc Furnace II
gregtech:machine:413, Advanced Plasma Arc Furnace III
gregtech:machine:420, Basic Polarizer
gregtech:machine:421, Advanced Polarizer
gregtech:machine:422, Advanced Polarizer II
gregtech:machine:423, Advanced Polarizer III
gregtech:machine:430, Basic Precision Laser Engraver
gregtech:machine:431, Advanced Precision Laser Engraver
gregtech:machine:432, Advanced Precision Laser Engraver II
gregtech:machine:433, Advanced Precision Laser Engraver III
gregtech:machine:434, Advanced Precision Laser Engraver IV
gregtech:machine:450, Basic Sifting Machine
gregtech:machine:451, Advanced Sifting Machine
gregtech:machine:452, Advanced Sifting Machine II
gregtech:machine:453, Advanced Sifting Machine III
gregtech:machine:460, Basic Thermal Centrifuge
gregtech:machine:461, Advanced Thermal Centrifuge
gregtech:machine:462, Advanced Thermal Centrifuge II
gregtech:machine:463, Advanced Thermal Centrifuge III
gregtech:machine:470, Basic Wiremill
gregtech:machine:471, Advanced Wiremill
gregtech:machine:472, Advanced Wiremill II
gregtech:machine:473, Advanced Wiremill III
gregtech:machine:480, Basic Diesel Generator
gregtech:machine:481, Advanced Diesel Generator
gregtech:machine:482, Turbo Diesel Generator
gregtech:machine:485, Basic Steam Turbine
gregtech:machine:486, Advanced Steam Turbine
gregtech:machine:487, Turbo Steam Turbine
gregtech:machine:490, Basic Gas Turbine
gregtech:machine:491, Advanced Gas Turbine
gregtech:machine:492, Turbo Gas Turbine
gregtech:machine:493, Magic Energy Absorber
gregtech:machine:494, Basic Item Collector
gregtech:machine:495, Advanced Item Collector
gregtech:machine:496, Advanced Item Collector II
gregtech:machine:497, Advanced Item Collector III
gregtech:machine:500, ULV Machine Hull
gregtech:machine:501, LV Machine Hull
gregtech:machine:502, MV Machine Hull
gregtech:machine:503, HV Machine Hull
gregtech:machine:504, EV Machine Hull
gregtech:machine:505, IV Machine Hull
gregtech:machine:506, LuV Machine Hull
gregtech:machine:507, ZPM Machine Hull
gregtech:machine:508, UV Machine Hull
gregtech:machine:509, Max Machine Hull
gregtech:machine:510, Primitive Blast Furnace
gregtech:machine:511, Electric Blast Furnace
gregtech:machine:512, Vacuum Freezer
gregtech:machine:513, Implosion Compressor
gregtech:machine:514, Pyrolyse Oven
gregtech:machine:515, Distillation Tower
gregtech:machine:516, Multi Smelter
gregtech:machine:517, Diesel Engine
gregtech:machine:518, Large Steam Turbine
gregtech:machine:519, Large Gas Turbine
gregtech:machine:520, Large Plasma Turbine
gregtech:machine:521, Large Bronze Boiler
gregtech:machine:522, Large Steel Boiler
gregtech:machine:523, Large Titanium Boiler
gregtech:machine:524, Large Tungstensteel Boiler
gregtech:machine:525, Cracker Unit
gregtech:machine:526, Coke Oven
gregtech:machine:527, Coke Oven Hatch
gregtech:machine:600, Low Voltage Transformer
gregtech:machine:601, Medium Voltage Transformer
gregtech:machine:602, High Voltage Transformer
gregtech:machine:603, Extreme Voltage Transformer
gregtech:machine:604, Insane Voltage Transformer
gregtech:machine:605, Ludicrous Voltage Transformer
gregtech:machine:606, ZPM Voltage Transformer
gregtech:machine:607, Ultimate Voltage Transformer
gregtech:machine:610, Ultra Low Voltage Battery Buffer
gregtech:machine:611, Ultra Low Voltage Battery Buffer
gregtech:machine:612, Ultra Low Voltage Battery Buffer
gregtech:machine:613, Ultra Low Voltage Battery Buffer
gregtech:machine:614, Low Voltage Battery Buffer
gregtech:machine:615, Low Voltage Battery Buffer
gregtech:machine:616, Low Voltage Battery Buffer
gregtech:machine:617, Low Voltage Battery Buffer
gregtech:machine:618, Medium Voltage Battery Buffer
gregtech:machine:619, Medium Voltage Battery Buffer
gregtech:machine:620, Medium Voltage Battery Buffer
gregtech:machine:621, Medium Voltage Battery Buffer
gregtech:machine:622, High Voltage Battery Buffer
gregtech:machine:623, High Voltage Battery Buffer
gregtech:machine:624, High Voltage Battery Buffer
gregtech:machine:625, High Voltage Battery Buffer
gregtech:machine:626, Extreme Voltage Battery Buffer
gregtech:machine:627, Extreme Voltage Battery Buffer
gregtech:machine:628, Extreme Voltage Battery Buffer
gregtech:machine:629, Extreme Voltage Battery Buffer
gregtech:machine:630, Insane Voltage Battery Buffer
gregtech:machine:631, Insane Voltage Battery Buffer
gregtech:machine:632, Insane Voltage Battery Buffer
gregtech:machine:633, Insane Voltage Battery Buffer
gregtech:machine:634, Ludicrous Voltage Battery Buffer
gregtech:machine:635, Ludicrous Voltage Battery Buffer
gregtech:machine:636, Ludicrous Voltage Battery Buffer
gregtech:machine:637, Ludicrous Voltage Battery Buffer
gregtech:machine:638, ZPM Voltage Battery Buffer
gregtech:machine:639, ZPM Voltage Battery Buffer
gregtech:machine:640, ZPM Voltage Battery Buffer
gregtech:machine:641, ZPM Voltage Battery Buffer
gregtech:machine:642, Ultimate Voltage Battery Buffer
gregtech:machine:643, Ultimate Voltage Battery Buffer
gregtech:machine:644, Ultimate Voltage Battery Buffer
gregtech:machine:645, Ultimate Voltage Battery Buffer
gregtech:machine:646, MAX Voltage Battery Buffer
gregtech:machine:647, MAX Voltage Battery Buffer
gregtech:machine:648, MAX Voltage Battery Buffer
gregtech:machine:649, MAX Voltage Battery Buffer
gregtech:machine:680, Ultra Low Voltage Battery Charger
gregtech:machine:681, Low Voltage Battery Charger
gregtech:machine:682, Medium Voltage Battery Charger
gregtech:machine:683, High Voltage Battery Charger
gregtech:machine:684, Extreme Voltage Battery Charger
gregtech:machine:685, Insane Voltage Battery Charger
gregtech:machine:686, Ludicrous Voltage Battery Charger
gregtech:machine:687, ZPM Voltage Battery Charger
gregtech:machine:688, Ultimate Voltage Battery Charger
gregtech:machine:689, MAX Voltage Battery Charger
gregtech:machine:700, Input Bus (ULV)
gregtech:machine:701, Output Bus (ULV)
gregtech:machine:702, Input Hatch (ULV)
gregtech:machine:703, Output Hatch (ULV)
gregtech:machine:704, Energy Input Hatch (ULV)
gregtech:machine:705, Energy Output Hatch (ULV)
gregtech:machine:710, Input Bus (LV)
gregtech:machine:711, Output Bus (LV)
gregtech:machine:712, Input Hatch (LV)
gregtech:machine:713, Output Hatch (LV)
gregtech:machine:714, Energy Input Hatch (LV)
gregtech:machine:715, Energy Output Hatch (LV)
gregtech:machine:720, Input Bus (MV)
gregtech:machine:721, Output Bus (MV)
gregtech:machine:722, Input Hatch (MV)
gregtech:machine:723, Output Hatch (MV)
gregtech:machine:724, Energy Input Hatch (MV)
gregtech:machine:725, Energy Output Hatch (MV)
gregtech:machine:730, Input Bus (HV)
gregtech:machine:731, Output Bus (HV)
gregtech:machine:732, Input Hatch (HV)
gregtech:machine:733, Output Hatch (HV)
gregtech:machine:734, Energy Input Hatch (HV)
gregtech:machine:735, Energy Output Hatch (HV)
gregtech:machine:740, Input Bus (EV)
gregtech:machine:741, Output Bus (EV)
gregtech:machine:742, Input Hatch (EV)
gregtech:machine:743, Output Hatch (EV)
gregtech:machine:744, Energy Input Hatch (EV)
gregtech:machine:745, Energy Output Hatch (EV)
gregtech:machine:750, Input Bus (IV)
gregtech:machine:751, Output Bus (IV)
gregtech:machine:752, Input Hatch (IV)
gregtech:machine:753, Output Hatch (IV)
gregtech:machine:754, Energy Input Hatch (IV)
gregtech:machine:755, Energy Output Hatch (IV)
gregtech:machine:760, Input Bus (LuV)
gregtech:machine:761, Output Bus (LuV)
gregtech:machine:762, Input Hatch (LuV)
gregtech:machine:763, Output Hatch (LuV)
gregtech:machine:764, Energy Input Hatch (LuV)
gregtech:machine:765, Energy Output Hatch (LuV)
gregtech:machine:770, Input Bus (ZPM)
gregtech:machine:771, Output Bus (ZPM)
gregtech:machine:772, Input Hatch (ZPM)
gregtech:machine:773, Output Hatch (ZPM)
gregtech:machine:774, Energy Input Hatch (ZPM)
gregtech:machine:775, Energy Output Hatch (ZPM)
gregtech:machine:780, Input Bus (UV)
gregtech:machine:781, Output Bus (UV)
gregtech:machine:782, Input Hatch (UV)
gregtech:machine:783, Output Hatch (UV)
gregtech:machine:784, Energy Input Hatch (UV)
gregtech:machine:785, Energy Output Hatch (UV)
gregtech:machine:790, Input Bus (MAX)
gregtech:machine:791, Output Bus (MAX)
gregtech:machine:792, Input Hatch (MAX)
gregtech:machine:793, Output Hatch (MAX)
gregtech:machine:794, Energy Input Hatch (MAX)
gregtech:machine:795, Energy Output Hatch (MAX)
gregtech:machine:802, Bronze Chest
gregtech:machine:803, Steel Chest
gregtech:machine:804, Stainless Steel Chest
gregtech:machine:805, Titanium Chest
gregtech:machine:806, Tungstensteel Chest
gregtech:machine:807, Wooden Chest
gregtech:machine:808, Small Wooden Chest
gregtech:machine:811, Wooden Tank
gregtech:machine:812, Bronze Tank
gregtech:machine:813, Steel Tank
gregtech:machine:814, Stainless Steel Tank
gregtech:machine:815, Titanium Tank
gregtech:machine:816, Tungstensteel Tank
gregtech:machine:817, Rotor Holder (HV)
gregtech:machine:818, Rotor Holder (LuV)
gregtech:machine:819, Rotor Holder (MAX)
gregtech:machine:820, Basic Fisher
gregtech:machine:821, Advanced Fisher
gregtech:machine:822, Advanced Fisher II
gregtech:machine:823, Advanced Fisher III
gregtech:machine:824, Locked Safe
gregtech:machine:825, Advanced Crafting Station
gregtech:machine:900, Basic Pump
gregtech:machine:910, Advanced Pump
gregtech:machine:920, Advanced Pump II
gregtech:machine:930, Advanced Pump III
gregtech:machine:950, Basic Air Collector
gregtech:machine:960, Advanced Air Collector
gregtech:machine:970, Advanced Air Collector II
gregtech:machine:980, Advanced Air Collector III
gregtech:machine:1001, Tesla Coil
gregtech:machine:1010, Basic Quantum Chest
gregtech:machine:1011, Advanced Quantum Chest
gregtech:machine:1012, Advanced Quantum Chest II
gregtech:machine:1013, Black Hole-Quantum Chest III
gregtech:machine:1020, Basic Quantum Tank
gregtech:machine:1021, Advanced Quantum Tank
gregtech:machine:1022, Advanced Quantum Tank II
gregtech:machine:1023, Black Hole-Quantum Tank III
gregtech:machine:1030, Basic Block Breaker
gregtech:machine:1031, Advanced Block Breaker
gregtech:machine:1032, Advanced Block Breaker II
gregtech:machine:1033, Advanced Block Breaker III
gregtech:machine:2000, Basic Circuit Assembling Machine
gregtech:machine:2001, Advanced Circuit Assembling Machine
gregtech:machine:2002, Advanced Circuit Assembling Machine II
gregtech:machine:2003, Advanced Circuit Assembling Machine III
gregtech:machine:2004, Advanced Circuit Assembling Machine IV
gregtech:machine:2005, Advanced Circuit Assembling Machine V
gregtech:machine:2006, Advanced Circuit Assembling Machine VI
gregtech:machine:2007, Advanced Circuit Assembling Machine VII
gregtech:machine:2008, Basic Cluster Mill
gregtech:machine:2009, Advanced Cluster Mill
gregtech:machine:2010, Advanced Cluster Mill II
gregtech:machine:2011, Advanced Cluster Mill III
gregtech:machine:2012, Advanced Cluster Mill IV
gregtech:machine:2013, Advanced Cluster Mill V
gregtech:machine:2014, Advanced Cluster Mill VI
gregtech:machine:2015, Advanced Cluster Mill VII
gregtech:machine:2016, Electron Excitement Processor
gregtech:machine:2017, Electron Excitement Processor
gregtech:machine:2018, Electron Excitement Processor
gregtech:machine:2019, Electron Excitement Processor
gregtech:machine:2020, Blend-O-Matic 9001
gregtech:machine:2021, Blend-O-Matic 9002
gregtech:machine:2022, Blend-O-Matic 9003
gregtech:machine:2023, Blend-O-Matic 9004
gregtech:machine:2024, Advanced Alloy Smelter IV
gregtech:machine:2025, Advanced Alloy Smelter V
gregtech:machine:2026, Advanced Alloy Smelter VI
gregtech:machine:2027, Advanced Alloy Smelter VII
gregtech:machine:2032, Advanced Arc Furnace IV
gregtech:machine:2033, Advanced Arc Furnace V
gregtech:machine:2034, Advanced Arc Furnace VI
gregtech:machine:2035, Advanced Arc Furnace VII
gregtech:machine:2037, Advanced Assembling Machine V
gregtech:machine:2038, Advanced Assembling Machine VI
gregtech:machine:2039, Advanced Assembling Machine VII
gregtech:machine:2041, Advanced Autoclave V
gregtech:machine:2042, Advanced Autoclave VI
gregtech:machine:2043, Advanced Autoclave VII
